"icd_10_pcs","valid_flag","short_description","long_description"
"0VT24ZZ",1,"Resection of Left Seminal Vesicle, Perc Endo Approach","Resection of Left Seminal Vesicle, Percutaneous Endoscopic Approach"
"0VT30ZZ",1,"Resection of Bilateral Seminal Vesicles, Open Approach","Resection of Bilateral Seminal Vesicles, Open Approach"
"0VT34ZZ",1,"Resection of Bilateral Seminal Vesicles, Perc Endo Approach","Resection of Bilateral Seminal Vesicles, Percutaneous Endoscopic Approach"
"0VT50ZZ",1,"Resection of Scrotum, Open Approach","Resection of Scrotum, Open Approach"
"0VT54ZZ",1,"Resection of Scrotum, Percutaneous Endoscopic Approach","Resection of Scrotum, Percutaneous Endoscopic Approach"
"0VT5XZZ",1,"Resection of Scrotum, External Approach","Resection of Scrotum, External Approach"
"0VT60ZZ",1,"Resection of Right Tunica Vaginalis, Open Approach","Resection of Right Tunica Vaginalis, Open Approach"
"0VT64ZZ",1,"Resection of Right Tunica Vaginalis, Perc Endo Approach","Resection of Right Tunica Vaginalis, Percutaneous Endoscopic Approach"
"0VT70ZZ",1,"Resection of Left Tunica Vaginalis, Open Approach","Resection of Left Tunica Vaginalis, Open Approach"
"0VT74ZZ",1,"Resection of Left Tunica Vaginalis, Perc Endo Approach","Resection of Left Tunica Vaginalis, Percutaneous Endoscopic Approach"
"0VT90ZZ",1,"Resection of Right Testis, Open Approach","Resection of Right Testis, Open Approach"
"0VT94ZZ",1,"Resection of Right Testis, Percutaneous Endoscopic Approach","Resection of Right Testis, Percutaneous Endoscopic Approach"
"0VTB0ZZ",1,"Resection of Left Testis, Open Approach","Resection of Left Testis, Open Approach"
"0VTB4ZZ",1,"Resection of Left Testis, Percutaneous Endoscopic Approach","Resection of Left Testis, Percutaneous Endoscopic Approach"
"0VTC0ZZ",1,"Resection of Bilateral Testes, Open Approach","Resection of Bilateral Testes, Open Approach"
"0VTC4ZZ",1,"Resection of Bilateral Testes, Perc Endo Approach","Resection of Bilateral Testes, Percutaneous Endoscopic Approach"
"0VTF0ZZ",1,"Resection of Right Spermatic Cord, Open Approach","Resection of Right Spermatic Cord, Open Approach"
"0VTF4ZZ",1,"Resection of Right Spermatic Cord, Perc Endo Approach","Resection of Right Spermatic Cord, Percutaneous Endoscopic Approach"
"0VTG0ZZ",1,"Resection of Left Spermatic Cord, Open Approach","Resection of Left Spermatic Cord, Open Approach"
"0VTG4ZZ",1,"Resection of Left Spermatic Cord, Perc Endo Approach","Resection of Left Spermatic Cord, Percutaneous Endoscopic Approach"
"0VTH0ZZ",1,"Resection of Bilateral Spermatic Cords, Open Approach","Resection of Bilateral Spermatic Cords, Open Approach"
"0VTH4ZZ",1,"Resection of Bilateral Spermatic Cords, Perc Endo Approach","Resection of Bilateral Spermatic Cords, Percutaneous Endoscopic Approach"
"0VTJ0ZZ",1,"Resection of Right Epididymis, Open Approach","Resection of Right Epididymis, Open Approach"
"0VTJ4ZZ",1,"Resection of Right Epididymis, Perc Endo Approach","Resection of Right Epididymis, Percutaneous Endoscopic Approach"
"0VTK0ZZ",1,"Resection of Left Epididymis, Open Approach","Resection of Left Epididymis, Open Approach"
"0VTK4ZZ",1,"Resection of Left Epididymis, Perc Endo Approach","Resection of Left Epididymis, Percutaneous Endoscopic Approach"
"0VTL0ZZ",1,"Resection of Bilateral Epididymis, Open Approach","Resection of Bilateral Epididymis, Open Approach"
"0VTL4ZZ",1,"Resection of Bilateral Epididymis, Perc Endo Approach","Resection of Bilateral Epididymis, Percutaneous Endoscopic Approach"
"0VTN0ZZ",1,"Resection of Right Vas Deferens, Open Approach","Resection of Right Vas Deferens, Open Approach"
"0VTN4ZZ",1,"Resection of Right Vas Deferens, Perc Endo Approach","Resection of Right Vas Deferens, Percutaneous Endoscopic Approach"
"0VTP0ZZ",1,"Resection of Left Vas Deferens, Open Approach","Resection of Left Vas Deferens, Open Approach"
"0VTP4ZZ",1,"Resection of Left Vas Deferens, Perc Endo Approach","Resection of Left Vas Deferens, Percutaneous Endoscopic Approach"
"0VTQ0ZZ",1,"Resection of Bilateral Vas Deferens, Open Approach","Resection of Bilateral Vas Deferens, Open Approach"
"0VTQ4ZZ",1,"Resection of Bilateral Vas Deferens, Perc Endo Approach","Resection of Bilateral Vas Deferens, Percutaneous Endoscopic Approach"
"0VTS0ZZ",1,"Resection of Penis, Open Approach","Resection of Penis, Open Approach"
"0VTS4ZZ",1,"Resection of Penis, Percutaneous Endoscopic Approach","Resection of Penis, Percutaneous Endoscopic Approach"
"0VTSXZZ",1,"Resection of Penis, External Approach","Resection of Penis, External Approach"
"0VTT0ZZ",1,"Resection of Prepuce, Open Approach","Resection of Prepuce, Open Approach"
"0VTT4ZZ",1,"Resection of Prepuce, Percutaneous Endoscopic Approach","Resection of Prepuce, Percutaneous Endoscopic Approach"
"0VTTXZZ",1,"Resection of Prepuce, External Approach","Resection of Prepuce, External Approach"
"0VU",0,"Male Reproductive System, Supplement","Male Reproductive System, Supplement"
"0VU107Z",1,"Supplement R Seminal Vesicle with Autol Sub, Open Approach","Supplement Right Seminal Vesicle with Autologous Tissue Substitute, Open Approach"
"0VU10JZ",1,"Supplement R Seminal Vesicle with Synth Sub, Open Approach","Supplement Right Seminal Vesicle with Synthetic Substitute, Open Approach"
"0VU10KZ",1,"Supplement R Seminal Vesicle with Nonaut Sub, Open Approach","Supplement Right Seminal Vesicle with Nonautologous Tissue Substitute, Open Approach"
"0VU147Z",1,"Supplement R Seminal Vesicle w Autol Sub, Perc Endo","Supplement Right Seminal Vesicle with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
"0VU14JZ",1,"Supplement R Seminal Vesicle w Synth Sub, Perc Endo","Supplement Right Seminal Vesicle with Synthetic Substitute, Percutaneous Endoscopic Approach"
"0VU14KZ",1,"Supplement R Seminal Vesicle w Nonaut Sub, Perc Endo","Supplement Right Seminal Vesicle with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
"0VU187Z",1,"Supplement Right Seminal Vesicle with Autol Sub, Endo","Supplement Right Seminal Vesicle with Autologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic"
"0VU18JZ",1,"Supplement Right Seminal Vesicle with Synth Sub, Endo","Supplement Right Seminal Vesicle with Synthetic Substitute, Via Natural or Artificial Opening Endoscopic"
"0VU18KZ",1,"Supplement Right Seminal Vesicle with Nonaut Sub, Endo","Supplement Right Seminal Vesicle with Nonautologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic"
"0VU207Z",1,"Supplement L Seminal Vesicle with Autol Sub, Open Approach","Supplement Left Seminal Vesicle with Autologous Tissue Substitute, Open Approach"
"0VU20JZ",1,"Supplement L Seminal Vesicle with Synth Sub, Open Approach","Supplement Left Seminal Vesicle with Synthetic Substitute, Open Approach"
"0VU20KZ",1,"Supplement L Seminal Vesicle with Nonaut Sub, Open Approach","Supplement Left Seminal Vesicle with Nonautologous Tissue Substitute, Open Approach"
"0VU247Z",1,"Supplement L Seminal Vesicle w Autol Sub, Perc Endo","Supplement Left Seminal Vesicle with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
"0VU24JZ",1,"Supplement L Seminal Vesicle w Synth Sub, Perc Endo","Supplement Left Seminal Vesicle with Synthetic Substitute, Percutaneous Endoscopic Approach"
"0VU24KZ",1,"Supplement L Seminal Vesicle w Nonaut Sub, Perc Endo","Supplement Left Seminal Vesicle with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
"0VU287Z",1,"Supplement Left Seminal Vesicle with Autol Sub, Endo","Supplement Left Seminal Vesicle with Autologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic"
"0VU28JZ",1,"Supplement Left Seminal Vesicle with Synth Sub, Endo","Supplement Left Seminal Vesicle with Synthetic Substitute, Via Natural or Artificial Opening Endoscopic"
"0VU28KZ",1,"Supplement Left Seminal Vesicle with Nonaut Sub, Endo","Supplement Left Seminal Vesicle with Nonautologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic"
"0VU307Z",1,"Supplement Bi Seminal Vesicle with Autol Sub, Open Approach","Supplement Bilateral Seminal Vesicles with Autologous Tissue Substitute, Open Approach"
"0VU30JZ",1,"Supplement Bi Seminal Vesicle with Synth Sub, Open Approach","Supplement Bilateral Seminal Vesicles with Synthetic Substitute, Open Approach"
"0VU30KZ",1,"Supplement Bi Seminal Vesicle with Nonaut Sub, Open Approach","Supplement Bilateral Seminal Vesicles with Nonautologous Tissue Substitute, Open Approach"
"0VU347Z",1,"Supplement Bi Seminal Vesicle w Autol Sub, Perc Endo","Supplement Bilateral Seminal Vesicles with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
"0VU34JZ",1,"Supplement Bi Seminal Vesicle w Synth Sub, Perc Endo","Supplement Bilateral Seminal Vesicles with Synthetic Substitute, Percutaneous Endoscopic Approach"
"0VU34KZ",1,"Supplement Bi Seminal Vesicle w Nonaut Sub, Perc Endo","Supplement Bilateral Seminal Vesicles with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
"0VU387Z",1,"Supplement Bilateral Seminal Vesicles with Autol Sub, Endo","Supplement Bilateral Seminal Vesicles with Autologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic"
"0VU38JZ",1,"Supplement Bilateral Seminal Vesicles with Synth Sub, Endo","Supplement Bilateral Seminal Vesicles with Synthetic Substitute, Via Natural or Artificial Opening Endoscopic"
"0VU38KZ",1,"Supplement Bilateral Seminal Vesicles with Nonaut Sub, Endo","Supplement Bilateral Seminal Vesicles with Nonautologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic"
"0VU507Z",1,"Supplement Scrotum with Autol Sub, Open Approach","Supplement Scrotum with Autologous Tissue Substitute, Open Approach"
"0VU50JZ",1,"Supplement Scrotum with Synthetic Substitute, Open Approach","Supplement Scrotum with Synthetic Substitute, Open Approach"
"0VU50KZ",1,"Supplement Scrotum with Nonaut Sub, Open Approach","Supplement Scrotum with Nonautologous Tissue Substitute, Open Approach"
"0VU547Z",1,"Supplement Scrotum with Autol Sub, Perc Endo Approach","Supplement Scrotum with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
"0VU54JZ",1,"Supplement Scrotum with Synth Sub, Perc Endo Approach","Supplement Scrotum with Synthetic Substitute, Percutaneous Endoscopic Approach"
"0VU54KZ",1,"Supplement Scrotum with Nonaut Sub, Perc Endo Approach","Supplement Scrotum with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
"0VU5X7Z",1,"Supplement Scrotum with Autol Sub, Extern Approach","Supplement Scrotum with Autologous Tissue Substitute, External Approach"
"0VU5XJZ",1,"Supplement Scrotum with Synth Sub, Extern Approach","Supplement Scrotum with Synthetic Substitute, External Approach"
"0VU5XKZ",1,"Supplement Scrotum with Nonaut Sub, Extern Approach","Supplement Scrotum with Nonautologous Tissue Substitute, External Approach"
"0VU607Z",1,"Supplement R Tunica Vaginalis with Autol Sub, Open Approach","Supplement Right Tunica Vaginalis with Autologous Tissue Substitute, Open Approach"
"0VU60JZ",1,"Supplement R Tunica Vaginalis with Synth Sub, Open Approach","Supplement Right Tunica Vaginalis with Synthetic Substitute, Open Approach"
"0VU60KZ",1,"Supplement R Tunica Vaginalis with Nonaut Sub, Open Approach","Supplement Right Tunica Vaginalis with Nonautologous Tissue Substitute, Open Approach"
"0VU647Z",1,"Supplement R Tunica Vaginalis w Autol Sub, Perc Endo","Supplement Right Tunica Vaginalis with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
"0VU64JZ",1,"Supplement R Tunica Vaginalis w Synth Sub, Perc Endo","Supplement Right Tunica Vaginalis with Synthetic Substitute, Percutaneous Endoscopic Approach"
"0VU64KZ",1,"Supplement R Tunica Vaginalis w Nonaut Sub, Perc Endo","Supplement Right Tunica Vaginalis with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
"0VU687Z",1,"Supplement Right Tunica Vaginalis with Autol Sub, Endo","Supplement Right Tunica Vaginalis with Autologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic"
"0VU68JZ",1,"Supplement Right Tunica Vaginalis with Synth Sub, Endo","Supplement Right Tunica Vaginalis with Synthetic Substitute, Via Natural or Artificial Opening Endoscopic"
"0VU68KZ",1,"Supplement Right Tunica Vaginalis with Nonaut Sub, Endo","Supplement Right Tunica Vaginalis with Nonautologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic"
"0VU707Z",1,"Supplement L Tunica Vaginalis with Autol Sub, Open Approach","Supplement Left Tunica Vaginalis with Autologous Tissue Substitute, Open Approach"
"0VU70JZ",1,"Supplement L Tunica Vaginalis with Synth Sub, Open Approach","Supplement Left Tunica Vaginalis with Synthetic Substitute, Open Approach"
"0VU70KZ",1,"Supplement L Tunica Vaginalis with Nonaut Sub, Open Approach","Supplement Left Tunica Vaginalis with Nonautologous Tissue Substitute, Open Approach"
"0VU747Z",1,"Supplement L Tunica Vaginalis w Autol Sub, Perc Endo","Supplement Left Tunica Vaginalis with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
"0VU74JZ",1,"Supplement L Tunica Vaginalis w Synth Sub, Perc Endo","Supplement Left Tunica Vaginalis with Synthetic Substitute, Percutaneous Endoscopic Approach"
"0VU74KZ",1,"Supplement L Tunica Vaginalis w Nonaut Sub, Perc Endo","Supplement Left Tunica Vaginalis with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
"0VU787Z",1,"Supplement Left Tunica Vaginalis with Autol Sub, Endo","Supplement Left Tunica Vaginalis with Autologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic"
"0VU78JZ",1,"Supplement Left Tunica Vaginalis with Synth Sub, Endo","Supplement Left Tunica Vaginalis with Synthetic Substitute, Via Natural or Artificial Opening Endoscopic"
"0VU78KZ",1,"Supplement Left Tunica Vaginalis with Nonaut Sub, Endo","Supplement Left Tunica Vaginalis with Nonautologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic"
"0VU907Z",1,"Supplement Right Testis with Autol Sub, Open Approach","Supplement Right Testis with Autologous Tissue Substitute, Open Approach"
"0VU90JZ",1,"Supplement Right Testis with Synth Sub, Open Approach","Supplement Right Testis with Synthetic Substitute, Open Approach"
"0VU90KZ",1,"Supplement Right Testis with Nonaut Sub, Open Approach","Supplement Right Testis with Nonautologous Tissue Substitute, Open Approach"
"0VUB07Z",1,"Supplement Left Testis with Autol Sub, Open Approach","Supplement Left Testis with Autologous Tissue Substitute, Open Approach"
"0VUB0JZ",1,"Supplement Left Testis with Synth Sub, Open Approach","Supplement Left Testis with Synthetic Substitute, Open Approach"
"0VUB0KZ",1,"Supplement Left Testis with Nonaut Sub, Open Approach","Supplement Left Testis with Nonautologous Tissue Substitute, Open Approach"
"0VUC07Z",1,"Supplement Bilateral Testes with Autol Sub, Open Approach","Supplement Bilateral Testes with Autologous Tissue Substitute, Open Approach"
"0VUC0JZ",1,"Supplement Bilateral Testes with Synth Sub, Open Approach","Supplement Bilateral Testes with Synthetic Substitute, Open Approach"
"0VUC0KZ",1,"Supplement Bilateral Testes with Nonaut Sub, Open Approach","Supplement Bilateral Testes with Nonautologous Tissue Substitute, Open Approach"
"0VUF07Z",1,"Supplement R Sperm Cord with Autol Sub, Open Approach","Supplement Right Spermatic Cord with Autologous Tissue Substitute, Open Approach"
"0VUF0JZ",1,"Supplement R Sperm Cord with Synth Sub, Open Approach","Supplement Right Spermatic Cord with Synthetic Substitute, Open Approach"
"0VUF0KZ",1,"Supplement R Sperm Cord with Nonaut Sub, Open Approach","Supplement Right Spermatic Cord with Nonautologous Tissue Substitute, Open Approach"
"0VUF47Z",1,"Supplement R Sperm Cord with Autol Sub, Perc Endo Approach","Supplement Right Spermatic Cord with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
"0VUF4JZ",1,"Supplement R Sperm Cord with Synth Sub, Perc Endo Approach","Supplement Right Spermatic Cord with Synthetic Substitute, Percutaneous Endoscopic Approach"
"0VUF4KZ",1,"Supplement R Sperm Cord with Nonaut Sub, Perc Endo Approach","Supplement Right Spermatic Cord with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
"0VUF87Z",1,"Supplement Right Spermatic Cord with Autol Sub, Endo","Supplement Right Spermatic Cord with Autologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic"
"0VUF8JZ",1,"Supplement Right Spermatic Cord with Synth Sub, Endo","Supplement Right Spermatic Cord with Synthetic Substitute, Via Natural or Artificial Opening Endoscopic"
"0VUF8KZ",1,"Supplement Right Spermatic Cord with Nonaut Sub, Endo","Supplement Right Spermatic Cord with Nonautologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic"
"0VUG07Z",1,"Supplement Left Spermatic Cord with Autol Sub, Open Approach","Supplement Left Spermatic Cord with Autologous Tissue Substitute, Open Approach"
"0VUG0JZ",1,"Supplement Left Spermatic Cord with Synth Sub, Open Approach","Supplement Left Spermatic Cord with Synthetic Substitute, Open Approach"
"0VUG0KZ",1,"Supplement L Sperm Cord with Nonaut Sub, Open Approach","Supplement Left Spermatic Cord with Nonautologous Tissue Substitute, Open Approach"
"0VUG47Z",1,"Supplement L Sperm Cord with Autol Sub, Perc Endo Approach","Supplement Left Spermatic Cord with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
"0VUG4JZ",1,"Supplement L Sperm Cord with Synth Sub, Perc Endo Approach","Supplement Left Spermatic Cord with Synthetic Substitute, Percutaneous Endoscopic Approach"
